,FIRE_YEAR,STATE,FIRE_SIZE
765,2007,HI,39675.15
766,2007,IA,841.563
767,2007,ID,2184656.24
768,2007,IL,830.9
769,2007,IN,2109.01
770,2007,KS,16736.71
771,2007,KY,65614.22
772,2007,LA,772.0
773,2007,MA,205.4
774,2007,MD,7314.8
775,2007,ME,496.72999999999996
776,2007,MI,23095.203999999998
777,2007,MN,164404.56
778,2007,MO,14246.45
779,2007,MS,52528.63
780,2007,MT,744542.86
781,2007,NC,50416.8
782,2007,ND,18860.9
783,2007,NE,20689.3245
784,2007,NH,145.49
785,2007,NJ,20647.6
786,2007,NM,143521.42001
787,2007,NV,946541.3
788,2007,NY,4139.01
789,2007,OH,827.72
790,2007,OK,56870.26
791,2007,OR,567205.89
792,2007,PA,1131.1865
793,2007,PR,24801.48
794,2007,RI,37.0
795,2007,SC,22275.6
796,2007,SD,81107.197
797,2007,TN,54314.83
798,2007,TX,135033.55
799,2007,UT,645219.05001
800,2007,VA,15894.49
801,2007,VT,10.75
802,2007,WA,264464.77
803,2007,WI,4452.04301
804,2007,WV,7519.69
805,2007,WY,94156.9
806,2008,AK,92477.59999999999
807,2008,AL,23247.09
808,2008,AR,11199.43
809,2008,AZ,113915.38
810,2008,CA,1433970.54
811,2008,CO,112023.63
812,2008,CT,2055.8
813,2008,DC,0.1
814,2008,FL,184477.96
815,2008,GA,25892.21998
816,2008,HI,6128.639999999999
817,2008,IA,1688.46
818,2008,ID,175190.36
819,2008,IL,939.89
820,2008,IN,143.4
821,2008,KS,81748.2
822,2008,KY,38915.15
823,2008,LA,24321.52732
824,2008,MA,848.5
825,2008,MD,2794.1
826,2008,ME,549.63
827,2008,MI,2612.92
828,2008,MN,21197.02
829,2008,MO,5933.76
830,2008,MS,36173.34
831,2008,MT,169869.3
832,2008,NC,82255.65001
833,2008,ND,29906.05
834,2008,NE,7784.8202
835,2008,NH,185.07
836,2008,NJ,3312.95
837,2008,NM,365494.54
838,2008,NV,79277.23
839,2008,NY,8120.94
840,2008,OH,484.235
841,2008,OK,144551.23
842,2008,OR,240911.43
843,2008,PA,7610.5693
844,2008,PR,618.1
845,2008,RI,91.0
846,2008,SC,17397.77998
847,2008,SD,41420.353
848,2008,TN,22644.47001
849,2008,TX,1493416.11999
850,2008,UT,34116.24
851,2008,VA,44093.05
852,2008,VT,18.7
853,2008,WA,117879.42
854,2008,WI,901.6320000000001
855,2008,WV,14352.45
856,2008,WY,102269.11
857,2009,AK,2949593.97
858,2009,AL,24875.739999999998
859,2009,AR,17775.74
860,2009,AZ,222084.76
861,2009,CA,465218.99
862,2009,CO,37723.96
863,2009,CT,244.83
864,2009,DC,0.5
865,2009,FL,144474.14001
866,2009,GA,17790.82998
867,2009,HI,11825.4
868,2009,IA,7948.952
869,2009,ID,23907.91
870,2009,IL,3263.4
871,2009,IN,109.10000000000001
872,2009,KS,38965.2
873,2009,KY,43494.91
874,2009,LA,35312.325157
875,2009,MA,1.0
876,2009,MD,4606.9
877,2009,ME,474.78000000000003
878,2009,MI,3209.4300000000003
879,2009,MN,11715.91
880,2009,MO,17994.88
881,2009,MS,26854.35
882,2009,MT,53706.39
883,2009,NC,19328.35
884,2009,ND,3314.1600000000003
885,2009,NE,11186.551
886,2009,NH,121.785
887,2009,NJ,1060.25
888,2009,NM,423158.58
889,2009,NV,28678.98
890,2009,NY,5237.41
891,2009,OH,4784.42
892,2009,OK,403834.45
893,2009,OR,89058.37
894,2009,PA,6203.11182
895,2009,PR,8870.36
896,2009,RI,50.63
897,2009,SC,30566.22
898,2009,SD,38708.7853
899,2009,TN,18139.07
900,2009,TX,585669.98
901,2009,UT,114442.582
902,2009,VA,8032.24
903,2009,VT,0.5
904,2009,WA,87063.29000000001
905,2009,WI,4142.174447
906,2009,WV,16504.0
907,2009,WY,23649.14
908,2010,AK,1137532.57
909,2010,AL,42078.47
910,2010,AR,34754.71
911,2010,AZ,87800.2
912,2010,CA,127905.22
913,2010,CO,51895.06
914,2010,CT,456.03000000000003
915,2010,DC,0.1
916,2010,DE,3.0
917,2010,FL,71298.6
918,2010,GA,23350.45
919,2010,HI,15213.82
920,2010,IA,2404.942
921,2010,ID,643868.16
922,2010,IL,2608.55
923,2010,IN,1570.1
924,2010,KS,25108.809999999998
925,2010,KY,60209.45
926,2010,LA,43720.1999
927,2010,MA,322.2
928,2010,MD,3580.6000000000004
929,2010,ME,296.79
930,2010,MI,12051.41
931,2010,MN,35680.04
932,2010,MO,14471.5
933,2010,MS,36217.72
934,2010,MT,57476.1
935,2010,NC,16987.3
936,2010,ND,3754.8
937,2010,NE,23333.690000000002
938,2010,NH,52.043
939,2010,NJ,9951.3
940,2010,NM,131034.57
941,2010,NV,19970.15
942,2010,NY,4300.13
943,2010,OH,1512.98
944,2010,OK,117098.0
945,2010,OR,87747.78
946,2010,PA,3499.96599
947,2010,PR,7171.15
948,2010,SC,9468.37
949,2010,SD,10395.776
950,2010,TN,22093.45
951,2010,TX,242902.03
952,2010,UT,62650.369999999995
953,2010,VA,11437.630000000001
954,2010,VT,0.35
955,2010,WA,94309.8
956,2010,WI,2500.7956
957,2010,WV,25454.16
958,2010,WY,86949.4492
959,2011,AK,293004.1
960,2011,AL,54097.18
961,2011,AR,47899.69
962,2011,AZ,1038087.8300000001
963,2011,CA,192277.92
964,2011,CO,164886.345
965,2011,CT,237.38
966,2011,DC,0.2
967,2011,FL,331175.8
968,2011,GA,437903.79000000004
969,2011,HI,4591.58
970,2011,IA,7461.4325
971,2011,ID,409349.05
972,2011,IL,2223.5299999999997
973,2011,IN,699.5
974,2011,KS,100670.11
975,2011,KY,23874.23
976,2011,LA,37838.91
977,2011,MD,10247.38
978,2011,ME,167.69
979,2011,MI,1832.48
980,2011,MN,140188.68
981,2011,MO,31844.55
982,2011,MS,29025.64
983,2011,MT,139286.18
984,2011,NC,109458.78
985,2011,ND,4049.38
986,2011,NE,39060.632
987,2011,NH,4.45
988,2011,NJ,818.25
989,2011,NM,1143943.7
990,2011,NV,422953.14999999997
991,2011,NY,1370.94
992,2011,OH,287.74
993,2011,OK,327168.1
994,2011,OR,224034.59
995,2011,PA,579.41
996,2011,PR,23233.57
997,2011,RI,28.04
998,2011,SC,29686.05
999,2011,SD,66036.496
1000,2011,TN,14787.0
1001,2011,TX,3496503.95
1002,2011,UT,62043.63
1003,2011,VA,25007.88
1004,2011,WA,42615.25
1005,2011,WI,635.757
1006,2011,WV,5811.46
1007,2011,WY,134830.58
1008,2012,AK,300587.0
1009,2012,AL,29156.46
1010,2012,AR,38848.49
1011,2012,AZ,229022.02
1012,2012,CA,764759.33
1013,2012,CO,271263.39
1014,2012,CT,517.3
1015,2012,DC,4.4
1016,2012,DE,39.85
1017,2012,FL,138965.24
1018,2012,GA,25434.62
1019,2012,HI,7987.71
1020,2012,IA,3984.011
1021,2012,ID,1776256.39
1022,2012,IL,1356.15
1023,2012,IN,1042.2
1024,2012,KS,57330.13
1025,2012,KY,32630.53
1026,2012,LA,10519.22
1027,2012,MA,2.9
1028,2012,MD,1439.9
1029,2012,ME,469.85
1030,2012,MI,28326.69
1031,2012,MN,64587.04
1032,2012,MO,18722.5
1033,2012,MS,12723.3
1034,2012,MT,1007209.58
1035,2012,NC,35318.75
1036,2012,ND,41722.89
1037,2012,NE,336108.359
1038,2012,NH,101.06
1039,2012,NJ,3142.55
1040,2012,NM,370998.82
1041,2012,NV,455326.07
1042,2012,NY,3529.34
1043,2012,OH,1097.02
1044,2012,OK,203966.35
1045,2012,OR,1531105.27
1046,2012,PA,3207.56
1047,2012,PR,392.2
1048,2012,RI,39.910000000000004
1049,2012,SC,15437.33
1050,2012,SD,170466.449
1051,2012,TN,21728.19
1052,2012,TX,163114.9
1053,2012,UT,432902.185
1054,2012,VA,48077.78
1055,2012,VT,356.488
1056,2012,WA,285381.41
1057,2012,WI,2796.7
1058,2012,WV,16745.52
1059,2012,WY,482305.46
1060,2013,AK,1320759.3
1061,2013,AL,29935.41
1062,2013,AR,13298.69
1063,2013,AZ,103408.91
1064,2013,CA,581410.272
1065,2013,CO,162130.23
1066,2013,DC,0.1
1067,2013,DE,20.35
1068,2013,FL,77107.23
1069,2013,GA,14667.35
1070,2013,HI,761.4
1071,2013,IA,2417.32
1072,2013,ID,740325.5
1073,2013,IL,845.62
1074,2013,IN,741.2
1075,2013,KS,6867.0
1076,2013,KY,24048.02
1077,2013,LA,22754.5302
1078,2013,MA,17.6
1079,2013,MD,426.85
1080,2013,ME,717.22
1081,2013,MI,977.22
1082,2013,MN,21936.47
1083,2013,MO,3885.18
1084,2013,MS,22015.9
1085,2013,MT,77404.18000000001
1086,2013,NC,14148.699999999999
1087,2013,ND,6693.69
1088,2013,NE,10547.091
1089,2013,NH,85.52
1090,2013,NJ,1428.05
1091,2013,NM,285066.05
1092,2013,NV,180004.85
1093,2013,NY,2376.3
1094,2013,OH,1716.51
1095,2013,OK,30110.95
1096,2013,OR,319439.93
1097,2013,PA,1784.77
1098,2013,PR,2527.4
1099,2013,RI,16.7
1100,2013,SC,9478.73
1101,2013,SD,15061.18371
1102,2013,TN,10057.21
1103,2013,TX,71736.92
1104,2013,UT,70397.45
1105,2013,VA,5871.55
1106,2013,VT,275.308
1107,2013,WA,153546.66
1108,2013,WI,9138.07
1109,2013,WV,9714.03
1110,2013,WY,54321.8
1111,2014,AK,233601.28
1112,2014,AL,37961.505
1113,2014,AR,21041.61
1114,2014,AZ,203174.664
1115,2014,CA,547828.57
1116,2014,CO,26011.11
1117,2014,DC,0.2
1118,2014,DE,5.0
1119,2014,FL,156386.41
1120,2014,GA,22215.87
1121,2014,HI,0.2
1122,2014,IA,10522.875
1123,2014,ID,198892.57
1124,2014,IL,2422.065
1125,2014,IN,132.22
1126,2014,KS,36525.8
1127,2014,KY,43086.849996
1128,2014,LA,37582.744699999996
1129,2014,MA,373.2
1130,2014,MD,1781.1
1131,2014,ME,218.97
1132,2014,MI,672.07
1133,2014,MN,3984.64
1134,2014,MO,22455.8
1135,2014,MS,33235.6
1136,2014,MT,34919.92
1137,2014,NC,14991.4
1138,2014,ND,3915.45
1139,2014,NE,20213.0322
1140,2014,NH,78.466
1141,2014,NJ,10246.3
1142,2014,NM,43976.16
1143,2014,NV,69902.34
1144,2014,NY,2972.882816
1145,2014,OH,3486.07
1146,2014,OK,187617.2
1147,2014,OR,934078.44
1148,2014,PA,4511.18
1149,2014,PR,260.7
1150,2014,RI,23.3
1151,2014,SC,11225.9
1152,2014,SD,18745.94
1153,2014,TN,17872.77
1154,2014,TX,143843.03
1155,2014,UT,27185.371
1156,2014,VA,12566.539999999999
1157,2014,VT,163.111
1158,2014,WA,449900.92000000004
1159,2014,WI,2823.736
1160,2014,WV,13638.51
1161,2014,WY,7725.89
1162,2015,AK,5138703.66
1163,2015,AL,30833.71
1164,2015,AR,18934.41
1165,2015,AZ,155814.27
1166,2015,CA,848437.74
1167,2015,CO,27334.505
1168,2015,CT,417.5
1169,2015,DC,2.2
1170,2015,DE,79.25
1171,2015,FL,166996.54
1172,2015,GA,11389.9
1173,2015,HI,4836.6
1174,2015,IA,13914.2781
1175,2015,ID,791026.11
1176,2015,IL,1564.8
1177,2015,IN,673.8
1178,2015,KS,124270.491
1179,2015,KY,19680.02
1180,2015,LA,20327.6537
1181,2015,MA,2094.23
1182,2015,MD,1044.0
1183,2015,ME,590.78
1184,2015,MI,3815.4900000000002
1185,2015,MN,28952.47
1186,2015,MO,12023.741
1187,2015,MS,36367.6
1188,2015,MT,350033.86
1189,2015,NC,11044.73
1190,2015,ND,25793.97
1191,2015,NE,44194.8
1192,2015,NH,621.1
1193,2015,NJ,2735.8
1194,2015,NM,52126.7
1195,2015,NV,23445.88
1196,2015,NY,7299.08
1197,2015,OH,2084.09
1198,2015,OK,149535.25
1199,2015,OR,579124.05
1200,2015,PA,4136.24
1201,2015,PR,1326.75
1202,2015,RI,121.83
1203,2015,SC,6625.41
1204,2015,SD,53566.46
1205,2015,TN,8524.960000000001
1206,2015,TX,208761.73
1207,2015,UT,9825.6
1208,2015,VA,6328.1
1209,2015,VT,346.42900000000003
1210,2015,WA,1161646.38
1211,2015,WI,2721.44
1212,2015,WV,17251.37
1213,2015,WY,36821.225
1214,2016,AK,501072.75
1215,2016,AL,57107.92
1216,2016,AR,31294.76
1217,2016,AZ,305315.72
1218,2016,CA,574862.96
1219,2016,CO,128657.22
1220,2016,CT,930.16
1221,2016,DC,0.8
1222,2016,DE,49.0
1223,2016,FL,83810.03
1224,2016,GA,86856.76
1225,2016,HI,15622.0
1226,2016,IA,1369.19
1227,2016,ID,369322.76999999996
1228,2016,IL,311.31
1229,2016,IN,651.8
1230,2016,KS,101787.26000000001
1231,2016,KY,79367.09
1232,2016,LA,26768.665
1233,2016,MA,1624.229
1234,2016,MD,244.3
1235,2016,ME,835.72
1236,2016,MI,3695.9800000000005
1237,2016,MN,12579.77
1238,2016,MO,14994.689
1239,2016,MS,34396.7
1240,2016,MT,105459.55
1241,2016,NC,96789.11
1242,2016,ND,20103.27
1243,2016,NE,30564.8551
1244,2016,NH,1047.533
1245,2016,NJ,4982.3
1246,2016,NM,227503.81
1247,2016,NV,267515.83
1248,2016,NY,9200.8
1249,2016,OH,1027.6299999999999
1250,2016,OK,706048.15
1251,2016,OR,203206.99
1252,2016,PA,12185.07
1253,2016,PR,100.1
1254,2016,RI,55.660000000000004
1255,2016,SC,18622.99
1256,2016,SD,101816.3344
1257,2016,TN,90003.18
1258,2016,TX,306421.94
1259,2016,UT,101586.379
1260,2016,VA,35454.6
1261,2016,VT,215.82399999999998
1262,2016,WA,310288.29
1263,2016,WI,1157.992
1264,2016,WV,17197.48
1265,2016,WY,260196.97
1266,2017,AK,653973.2
1267,2017,AL,20635.66
1268,2017,AR,37545.48
1269,2017,AZ,437888.804
1270,2017,CA,1360160.0
1271,2017,CO,130442.70999999999
1272,2017,CT,388.67
1273,2017,DC,4.9
1274,2017,DE,22.5
1275,2017,FL,449792.97000000003
1276,2017,GA,48210.07
1277,2017,HI,5217.6
1278,2017,IA,6873.84
1279,2017,ID,701125.15
1280,2017,IL,539.01
1281,2017,IN,410.23
1282,2017,KS,193112.02
1283,2017,KY,27599.64
1284,2017,LA,8946.437
1285,2017,MA,688.52
1286,2017,MD,2185.5
1287,2017,ME,467.4
1288,2017,MI,728.76
1289,2017,MN,6458.97
1290,2017,MO,18906.4805
1291,2017,MS,30014.15
1292,2017,MT,1281907.31
1293,2017,NC,24284.45
1294,2017,ND,14742.82
1295,2017,NE,28520.23
1296,2017,NH,141.975
1297,2017,NJ,10063.55
1298,2017,NM,142800.2
1299,2017,NV,1137057.69
1300,2017,NY,2779.3
1301,2017,OH,1311.71
1302,2017,OK,991100.95
1303,2017,OR,780086.63
1304,2017,PA,1654.6100000000001
1305,2017,PR,119.0
1306,2017,RI,31.400000000000002
1307,2017,SC,17764.68
1308,2017,SD,76386.56361
1309,2017,TN,8467.85
1310,2017,TX,752278.1
1311,2017,UT,248972.97
1312,2017,VA,6977.16
1313,2017,VT,46.9
1314,2017,WA,444950.05
1315,2017,WI,665.176
1316,2017,WV,6837.12
1317,2017,WY,123376.15000000001
1318,2018,AK,411034.95
1319,2018,AL,11638.789999999999
1320,2018,AR,23086.44
1321,2018,AZ,166874.987
1322,2018,CA,1635757.6
1323,2018,CO,514977.576
1324,2018,CT,44.55
1325,2018,DC,0.5
1326,2018,FL,204215.46
1327,2018,GA,14237.48
1328,2018,HI,26083.0
1329,2018,IA,8068.1
1330,2018,ID,591385.86
1331,2018,IL,872.6800000000001
1332,2018,IN,231.85
1333,2018,KS,81467.98
1334,2018,KY,8342.1
1335,2018,LA,11340.596
1336,2018,MA,441.07
1337,2018,MD,370.75
1338,2018,ME,693.0
1339,2018,MI,7458.6
1340,2018,MN,17310.71
1341,2018,MO,26284.445
1342,2018,MS,17082.67
1343,2018,MT,105640.26
1344,2018,NC,11253.49
1345,2018,ND,20902.3
1346,2018,NE,13776.2511
1347,2018,NH,58.8703
1348,2018,NJ,1279.0
1349,2018,NM,372680.2
1350,2018,NV,1070680.1500000001
1351,2018,NY,1687.6791375
1352,2018,OH,1529.85
1353,2018,OK,568814.4
1354,2018,OR,738643.85
1355,2018,PA,1855.09
1356,2018,PR,279.9
1357,2018,RI,14.0
1358,2018,SC,14102.45
1359,2018,SD,5742.1900000000005
1360,2018,TN,3929.25
1361,2018,TX,475699.73
1362,2018,UT,383539.124
1363,2018,VA,8178.5
1364,2018,VT,104.07
1365,2018,WA,428906.1
1366,2018,WI,3823.325
1367,2018,WV,5954.41
1368,2018,WY,225226.05
1369,2019,AK,2671811.21
1370,2019,AL,29199.39
1371,2019,AR,7838.12
1372,2019,AZ,373563.921
1373,2019,CA,294620.97
1374,2019,CO,40732.784999999996
1375,2019,CT,67.9
1376,2019,DC,0.5
1377,2019,DE,7.0
1378,2019,FL,114471.5
1379,2019,GA,13029.47
1380,2019,HI,25406.2
1381,2019,IA,1988.54
1382,2019,ID,284557.33
1383,2019,IL,372.46
1384,2019,IN,598.35
1385,2019,KS,17570.96
1386,2019,KY,11251.68
1387,2019,LA,11477.002
1388,2019,MA,241.53
1389,2019,MD,1478.6
1390,2019,ME,156.9
1391,2019,MI,5387.49
1392,2019,MN,5498.08
1393,2019,MO,14364.29
1394,2019,MS,18075.99
1395,2019,MT,66651.49
1396,2019,NC,9187.38
1397,2019,ND,8052.64
1398,2019,NE,17470.05
1399,2019,NH,22.75
1400,2019,NJ,12832.4
1401,2019,NM,106302.92
1402,2019,NV,81264.68000000001
1403,2019,NY,541.3000000000001
1404,2019,OH,955.77
1405,2019,OK,64104.12
1406,2019,OR,74425.88
1407,2019,PA,694.73
1408,2019,PR,314.4
1409,2019,RI,32.15
1410,2019,SC,9825.99
1411,2019,SD,2127.335
1412,2019,TN,5226.79
1413,2019,TX,206158.01
1414,2019,UT,92518.2
1415,2019,VA,3219.06
1416,2019,VT,22.43
1417,2019,WA,155288.3
1418,2019,WI,1665.04
1419,2019,WV,8554.27
1420,2019,WY,44441.58
1421,2020,AK,181309.4
1422,2020,AL,11814.380000000001
1423,2020,AR,12049.2
1424,2020,AZ,971202.653
1425,2020,CA,4253414.89
1426,2020,CO,694297.315
1427,2020,CT,366.35
1428,2020,DC,0.1
1429,2020,DE,8.0
1430,2020,FL,118955.8
1431,2020,GA,5795.87
1432,2020,HI,5257.46
1433,2020,IA,6362.25
1434,2020,ID,320356.91000000003
1435,2020,IL,1134.471
1436,2020,IN,362.0
1437,2020,KS,53723.441
1438,2020,KY,9167.69
1439,2020,LA,8243.57
1440,2020,MA,887.593
1441,2020,MD,1217.6
1442,2020,ME,1045.02
1443,2020,MI,2685.505
1444,2020,MN,8940.81
1445,2020,MO,16374.503
1446,2020,MS,30527.043
1447,2020,MT,358206.7649
1448,2020,NC,8761.68
1449,2020,ND,10154.535
1450,2020,NE,37459.322
1451,2020,NH,69.868
1452,2020,NJ,4792.15
1453,2020,NM,142571.8434
1454,2020,NV,239269.26799999998
1455,2020,NY,9222.35
1456,2020,OH,1361.98
1457,2020,OK,97324.91
1458,2020,OR,1124594.3
1459,2020,PA,3038.01
1460,2020,PR,70.5
1461,2020,RI,83.9
1462,2020,SC,2801.66
1463,2020,SD,27638.2117
1464,2020,TN,3725.31
1465,2020,TX,270370.49
1466,2020,UT,308496.5304
1467,2020,VA,5537.44
1468,2020,VT,134.3217
1469,2020,WA,824676.0273
1470,2020,WI,2769.2599999999998
1471,2020,WV,4732.35
1472,2020,WY,292019.542
